Product Id,Timestamp,ExtraCheck
61,2017-12-15 10:42:18,true
438,2017-12-15 10:42:18,true
960,2017-12-15 10:42:18,true
1465,2017-12-15 10:42:18,true
1736,2017-12-15 10:43:18,true
2211,2017-12-15 10:43:18,true
2243,2017-12-15 10:43:18,true
2374,2017-12-15 10:43:18,true
2565,2017-12-15 10:43:18,true
2631,2017-12-15 10:43:18,true
3840,2017-12-15 10:43:18,true
4141,2017-12-15 10:43:18,true
4695,2017-12-15 10:43:18,true
5546,2017-12-15 10:43:18,true
5557,2017-12-15 10:43:18,true
7248,2017-12-15 10:43:18,true
7250,2017-12-15 10:43:18,true
7507,2017-12-15 10:43:18,true
7756,2017-12-15 10:43:18,true
8163,2017-12-15 10:43:18,true
731,2017-12-15 11:08:18,true
1023,2017-12-15 11:08:18,true
2303,2017-12-15 11:08:18,true
2758,2017-12-15 11:08:18,true
4359,2017-12-15 11:08:18,true
6192,2017-12-15 11:08:18,true
6685,2017-12-15 11:08:18,true
6818,2017-12-15 11:08:18,true
6900,2017-12-15 11:08:18,true
7060,2017-12-15 11:08:18,true
7108,2017-12-15 11:08:18,true
7499,2017-12-15 11:08:18,true
7535,2017-12-15 11:08:18,true
7661,2017-12-15 11:08:18,true
8391,2017-12-15 11:08:18,true
8430,2017-12-15 11:08:18,true
8776,2017-12-15 11:08:18,true
9028,2017-12-15 11:08:18,true
9039,2017-12-15 11:08:18,true
9140,2017-12-15 11:08:18,true
3019,2017-12-15 11:15:18,true
3392,2017-12-15 11:15:18,true
3423,2017-12-15 11:15:18,true
3505,2017-12-15 11:15:18,true
4387,2017-12-15 11:15:18,true
4416,2017-12-15 11:15:18,true
5882,2017-12-15 11:15:18,true
374,2017-12-15 11:25:18,true
383,2017-12-15 11:25:18,true
1018,2017-12-15 11:25:18,true
2382,2017-12-15 11:25:18,true
2472,2017-12-15 11:25:18,true
4523,2017-12-15 11:25:18,true
5276,2017-12-15 11:25:18,true
5426,2017-12-15 11:25:18,true
5721,2017-12-15 11:25:18,true
5834,2017-12-15 11:25:18,true
6189,2017-12-15 11:25:18,true
7134,2017-12-15 11:25:18,true
7228,2017-12-15 11:25:18,true
8075,2017-12-15 11:25:18,true
9018,2017-12-15 11:25:18,true
9403,2017-12-15 11:25:18,true
9441,2017-12-15 11:25:18,true
9450,2017-12-15 11:25:18,true
6221,2017-12-15 11:26:18,true
6683,2017-12-15 11:26:18,true
7020,2017-12-15 11:26:18,true
7299,2017-12-15 11:26:18,true
7833,2017-12-15 11:26:18,true
7854,2017-12-15 11:26:18,true
7858,2017-12-15 11:26:18,true
8053,2017-12-15 11:26:18,true
8475,2017-12-15 11:26:18,true
8528,2017-12-15 11:26:18,true
8547,2017-12-15 11:26:18,true
8763,2017-12-15 11:26:18,true
9045,2017-12-15 11:26:18,true
9559,2017-12-15 11:26:18,true
9578,2017-12-15 11:26:18,true
20,2017-12-15 11:42:18,true
332,2017-12-15 11:42:18,true
733,2017-12-15 11:42:18,true
869,2017-12-15 11:42:18,true
1246,2017-12-15 11:42:18,true
1934,2017-12-15 11:42:18,true
2345,2017-12-15 11:42:18,true
3565,2017-12-15 11:42:18,true
5079,2017-12-15 11:42:18,true
5588,2017-12-15 11:43:18,true
6104,2017-12-15 11:43:18,true
6859,2017-12-15 11:43:18,true
6989,2017-12-15 11:43:18,true
7450,2017-12-15 11:43:18,true
7746,2017-12-15 11:43:18,true
8074,2017-12-15 11:43:18,true
8270,2017-12-15 11:43:18,true
8606,2017-12-15 11:43:18,true
8892,2017-12-15 11:43:18,true
9120,2017-12-15 11:43:18,true
600,2017-12-15 11:58:18,true
774,2017-12-15 11:58:18,true
162,2017-12-15 12:02:18,true
1052,2017-12-15 12:02:18,true
1091,2017-12-15 12:02:18,true
1192,2017-12-15 12:02:18,true
1809,2017-12-15 12:02:18,true
2765,2017-12-15 12:02:18,true
3202,2017-12-15 12:02:18,true
3344,2017-12-15 12:02:18,true
3432,2017-12-15 12:02:18,true
3771,2017-12-15 12:02:18,true
5329,2017-12-15 12:02:18,true
5578,2017-12-15 12:02:18,true
6652,2017-12-15 12:02:18,true
6927,2017-12-15 12:02:18,true
6968,2017-12-15 12:02:18,true
6982,2017-12-15 12:02:18,true
901,2017-12-15 12:05:18,true
999,2017-12-15 12:05:18,true
1356,2017-12-15 12:05:18,true
3073,2017-12-15 12:05:18,true
3187,2017-12-15 12:05:18,true
3204,2017-12-15 12:05:18,true
3633,2017-12-15 12:30:18,true
3732,2017-12-15 12:30:18,true
3851,2017-12-15 12:30:18,true
7988,2017-12-15 12:31:18,true
8537,2017-12-15 12:31:18,true
8929,2017-12-15 12:31:18,true
9006,2017-12-15 12:31:18,true
4768,2017-12-15 12:34:18,true
5289,2017-12-15 12:34:18,true
5917,2017-12-15 12:34:18,true
7061,2017-12-15 12:34:18,true
7241,2017-12-15 12:34:18,true
7670,2017-12-15 12:34:18,true
7694,2017-12-15 12:34:18,true
7870,2017-12-15 12:34:18,true
8272,2017-12-15 12:34:18,true
161,2017-12-15 12:34:18,true
272,2017-12-15 12:34:18,true
1340,2017-12-15 12:34:18,true
1504,2017-12-15 12:34:18,true
1976,2017-12-15 12:34:18,true
2150,2017-12-15 12:34:18,true
2401,2017-12-15 12:34:18,true
3242,2017-12-15 12:34:18,true
3271,2017-12-15 12:34:18,true
3338,2017-12-15 12:34:18,true
3939,2017-12-15 12:34:18,true
4062,2017-12-15 12:34:18,true
4704,2017-12-15 12:34:18,true
5133,2017-12-15 12:34:18,true
5333,2017-12-15 12:34:18,true
6236,2017-12-15 12:34:18,true
588,2017-12-15 12:39:18,true
1008,2017-12-15 12:39:18,true
1150,2017-12-15 12:39:18,true
1378,2017-12-15 12:39:18,true
2095,2017-12-15 12:39:18,true
2420,2017-12-15 12:39:18,true
2458,2017-12-15 12:39:18,true
3480,2017-12-15 12:39:18,true
5348,2017-12-15 12:39:18,true
6339,2017-12-15 12:39:18,true
6608,2017-12-15 12:39:18,true
6747,2017-12-15 12:39:18,true
7377,2017-12-15 12:39:18,true
7841,2017-12-15 12:39:18,true
8732,2017-12-15 12:39:18,true
8957,2017-12-15 12:39:18,true
9154,2017-12-15 12:39:18,true
9304,2017-12-15 12:40:18,true
9693,2017-12-15 12:40:18,true
9753,2017-12-15 12:40:18,true
666,2017-12-15 12:45:18,true
730,2017-12-15 12:45:18,true
7300,2017-12-15 12:49:18,true
7607,2017-12-15 12:50:18,true
7856,2017-12-15 12:50:18,true
7983,2017-12-15 12:50:18,true
1437,2017-12-15 13:01:18,true
1783,2017-12-15 13:01:18,true
515,2017-12-15 13:10:18,true
777,2017-12-15 13:10:18,true
1379,2017-12-15 13:10:18,true
1382,2017-12-15 13:10:18,true
1883,2017-12-15 13:10:18,true
2298,2017-12-15 13:10:18,true
2617,2017-12-15 13:10:18,true
2971,2017-12-15 13:10:18,true
3858,2017-12-15 13:10:18,true
4261,2017-12-15 13:10:18,true
4671,2017-12-15 13:10:18,true
6011,2017-12-15 13:10:18,true
6767,2017-12-15 13:10:18,true
7541,2017-12-15 13:10:18,true
7958,2017-12-15 13:10:18,true
8451,2017-12-15 13:10:18,true
8628,2017-12-15 13:10:18,true
9089,2017-12-15 13:10:18,true
9130,2017-12-15 13:10:18,true
9345,2017-12-15 13:10:18,true
54,2017-12-15 13:10:18,true
606,2017-12-15 13:10:18,true
1339,2017-12-15 13:10:18,true
